﻿Stedtype;StedID;Stedtekst;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Teknisk anvisning;Dataejer;Link;Naturtype 3260 tilstede;Strækning nummer;Transekt-start, GeoZone;Transekt-start, x-koordinat;Transekt-start, y-koordinat;Transekt-slut, GeoZone;Transekt-slut, x-koordinat;Transekt-slut, y-koordinat;Transektundersøgelse;Kvadrat nummer;Dybde (cm);Arts tom;Taxonkode;Artkode;Art latin;Art;Dækningsgrad;Kvalitetsmærke,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;43;;Nej;2900500030000;6437;Potamogeton;Vandaksslægten;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;24;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;50;;Nej;2907500030090;7409;Lemna minor;Liden andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;41;;Nej;2018010330100;980;Leptodictyum riparium;Krybende bækmos,Stor pytmos;1 - 1-5%;1
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;41;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;42;;Nej;2900200090030;6427;Elodea canadensis;Vandpest;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;7;;Nej;2907500060030;7411;Spirodela polyrhiza;Stor andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;28;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;17;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;47;;Nej;2503500060030;2386;Nuphar lutea;Gul åkande;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;36;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;4;;Nej;300000900000;8;Trådalger;Trådalger;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;26;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;4 - 51-75%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;46;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;7;;Nej;2907500030030;7407;Lemna trisulca;Kors-andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;17;;Nej;2907500060030;7411;Spirodela polyrhiza;Stor andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;44;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;37;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;51;;Nej;2901000030030;6549;Acorus calamus;Kalmus;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;48;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;44;;Nej;2907650030030;7413;Sparganium erectum s.l.;Grenet pindsvineknop-komplekset;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;18;;Nej;2907500030090;7409;Lemna minor;Liden andemad;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;48;;Nej;2901000030030;6549;Acorus calamus;Kalmus;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;16;;Nej;2503500060030;2386;Nuphar lutea;Gul åkande;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;4;;Nej;2320650030150;1096;Equisetum fluviatile;Dynd-padderok;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;14;;Nej;1510010200500;73;Cladophora glomerata;Dusk-vandhår;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;41;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;27;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;47;;Nej;2901000030030;6549;Acorus calamus;Kalmus;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;13;;Nej;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;34;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;4 - 51-75%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;7;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;35;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;28;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;16;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;42;;Nej;2503500060030;2386;Nuphar lutea;Gul åkande;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;5;;Nej;2503500060030;2386;Nuphar lutea;Gul åkande;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;49;;Nej;2900200030030;6423;Hydrocharis morsus-ranae;Frøbid;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;45;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;8;;Nej;2907500030090;7409;Lemna minor;Liden andemad;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;41;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;2;;Nej;2904850630060;6964;Glyceria maxima;Høj sødgræs;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;3;;Nej;300000900000;8;Trådalger;Trådalger;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;26;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;33;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;21;;Nej;1510010200500;73;Cladophora glomerata;Dusk-vandhår;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;37;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;5;;Nej;1510010200500;73;Cladophora glomerata;Dusk-vandhår;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;15;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;35;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;7;;Nej;2907500030090;7409;Lemna minor;Liden andemad;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;27;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;37;;Nej;2900500040170;6487;Potamogeton crispus;Kruset vandaks;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;14;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;4 - 51-75%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;39;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;2;;Nej;2900200030030;6423;Hydrocharis morsus-ranae;Frøbid;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;4;;Nej;2900200090030;6427;Elodea canadensis;Vandpest;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;32;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;17;;Nej;2907500030090;7409;Lemna minor;Liden andemad;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;43;;Nej;2907500030090;7409;Lemna minor;Liden andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;24;;Ja;;;;;;1,
